transfer_type,size_bytes,size_mb,latency_ms,bandwidth_gb_per_s,model,category,num_local_experts,num_tokens,batch_size
pcie_d2h,33554432,32.0,0.614575982093811,50.848065838065715,deepseek-ai/DeepSeek-V3,bandwidth_sweep,,,
pcie_d2h,67108864,64.0,1.2202399969100952,51.21943237253587,deepseek-ai/DeepSeek-V3,bandwidth_sweep,,,
pcie_d2h,134217728,128.0,2.438815951347351,51.25438019664516,deepseek-ai/DeepSeek-V3,bandwidth_sweep,,,
pcie_d2h,268435456,256.0,4.877552032470703,51.25521949037283,deepseek-ai/DeepSeek-V3,bandwidth_sweep,,,
pcie_d2h,536870912,512.0,9.772751808166504,51.16266224853678,deepseek-ai/DeepSeek-V3,bandwidth_sweep,,,
expert_weight_hbm,88080384,84.0,0.06576000154018402,1247.4338211484544,deepseek-ai/DeepSeek-V3,expert_weight,1.0,,
expert_weight_pcie,88080384,84.0,1.6674240231513977,49.1963944749714,deepseek-ai/DeepSeek-V3,expert_weight,1.0,,
expert_weight_hbm,176160768,168.0,0.12280000001192093,1336.0138435185136,deepseek-ai/DeepSeek-V3,expert_weight,2.0,,
expert_weight_pcie,176160768,168.0,3.187567949295044,51.469491038232995,deepseek-ai/DeepSeek-V3,expert_weight,2.0,,
expert_weight_hbm,352321536,336.0,0.23809599876403809,1378.1205971679683,deepseek-ai/DeepSeek-V3,expert_weight,4.0,,
expert_weight_pcie,352321536,336.0,6.397423982620239,51.29017568499617,deepseek-ai/DeepSeek-V3,expert_weight,4.0,,
expert_weight_hbm,704643072,672.0,0.4678239971399307,1402.771136179466,deepseek-ai/DeepSeek-V3,expert_weight,8.0,,
expert_weight_pcie,704643072,672.0,12.7150239944458,51.612171576448794,deepseek-ai/DeepSeek-V3,expert_weight,8.0,,
expert_weight_hbm,1409286144,1344.0,0.9296320080757141,1411.8489774430218,deepseek-ai/DeepSeek-V3,expert_weight,16.0,,
expert_weight_pcie,1409286144,1344.0,25.3896484375,51.69429593445902,deepseek-ai/DeepSeek-V3,expert_weight,16.0,,
kv_cache_pcie,147456,0.140625,0.012143999803811312,11.308391286320688,deepseek-ai/DeepSeek-V3,kv_cache,,128.0,1.0
kv_cache_hbm,147456,0.140625,0.013391999993473291,10.254562547000338,deepseek-ai/DeepSeek-V3,kv_cache,,128.0,1.0
kv_cache_pcie,589824,0.5625,0.017904000356793404,30.681210640256165,deepseek-ai/DeepSeek-V3,kv_cache,,128.0,4.0
kv_cache_hbm,589824,0.5625,0.012144000269472599,45.2335634108032,deepseek-ai/DeepSeek-V3,kv_cache,,128.0,4.0
kv_cache_pcie,2359296,2.25,0.05027199909090996,43.707544253940426,deepseek-ai/DeepSeek-V3,kv_cache,,128.0,16.0
kv_cache_hbm,2359296,2.25,0.012064000125974417,182.1340850510415,deepseek-ai/DeepSeek-V3,kv_cache,,128.0,16.0
kv_cache_pcie,9437184,9.0,0.17907200008630753,49.08116565272028,deepseek-ai/DeepSeek-V3,kv_cache,,128.0,64.0
kv_cache_hbm,9437184,9.0,0.012335999868810177,712.472648627526,deepseek-ai/DeepSeek-V3,kv_cache,,128.0,64.0
kv_cache_pcie,294912,0.28125,0.012927999719977379,21.245220380116205,deepseek-ai/DeepSeek-V3,kv_cache,,256.0,1.0
kv_cache_hbm,294912,0.28125,0.012544000055640936,21.89558369792006,deepseek-ai/DeepSeek-V3,kv_cache,,256.0,1.0
kv_cache_pcie,1179648,1.125,0.029071999713778496,37.79006684494805,deepseek-ai/DeepSeek-V3,kv_cache,,256.0,4.0
kv_cache_hbm,1179648,1.125,0.012368000112473965,88.82865479536619,deepseek-ai/DeepSeek-V3,kv_cache,,256.0,4.0
kv_cache_pcie,4718592,4.5,0.09312000125646591,47.192130484371745,deepseek-ai/DeepSeek-V3,kv_cache,,256.0,16.0
kv_cache_hbm,4718592,4.5,0.0121760000474751,360.9174797031378,deepseek-ai/DeepSeek-V3,kv_cache,,256.0,16.0
kv_cache_pcie,18874368,18.0,0.40593598783016205,43.3027017238847,deepseek-ai/DeepSeek-V3,kv_cache,,256.0,64.0
kv_cache_hbm,18874368,18.0,0.01568000018596649,1121.0538770103024,deepseek-ai/DeepSeek-V3,kv_cache,,256.0,64.0
kv_cache_pcie,589824,0.5625,0.018063999712467194,30.409456100183583,deepseek-ai/DeepSeek-V3,kv_cache,,512.0,1.0
kv_cache_hbm,589824,0.5625,0.012256000190973282,44.82020216143431,deepseek-ai/DeepSeek-V3,kv_cache,,512.0,1.0
kv_cache_pcie,2359296,2.25,0.0504320003092289,43.56887713212333,deepseek-ai/DeepSeek-V3,kv_cache,,512.0,4.0
kv_cache_hbm,2359296,2.25,0.012304000090807676,178.58140513519487,deepseek-ai/DeepSeek-V3,kv_cache,,512.0,4.0
kv_cache_pcie,9437184,9.0,0.1793759986758232,48.99798504193423,deepseek-ai/DeepSeek-V3,kv_cache,,512.0,16.0
kv_cache_hbm,9437184,9.0,0.012431999668478966,706.970940667289,deepseek-ai/DeepSeek-V3,kv_cache,,512.0,16.0
kv_cache_pcie,37748736,36.0,0.7830400168895721,44.89713072347092,deepseek-ai/DeepSeek-V3,kv_cache,,512.0,64.0
kv_cache_hbm,37748736,36.0,0.032336000353097916,1087.2170217746764,deepseek-ai/DeepSeek-V3,kv_cache,,512.0,64.0
kv_cache_pcie,1179648,1.125,0.028944000601768494,37.957185933477106,deepseek-ai/DeepSeek-V3,kv_cache,,1024.0,1.0
kv_cache_hbm,1179648,1.125,0.011919999960809946,92.16718255973463,deepseek-ai/DeepSeek-V3,kv_cache,,1024.0,1.0
kv_cache_pcie,4718592,4.5,0.0931680016219616,47.16781699183853,deepseek-ai/DeepSeek-V3,kv_cache,,1024.0,4.0
kv_cache_hbm,4718592,4.5,0.012287999968975782,357.6278695552673,deepseek-ai/DeepSeek-V3,kv_cache,,1024.0,4.0
kv_cache_pcie,18874368,18.0,0.43489600718021393,40.4191455193469,deepseek-ai/DeepSeek-V3,kv_cache,,1024.0,16.0
kv_cache_hbm,18874368,18.0,0.015968000516295433,1100.8344458695015,deepseek-ai/DeepSeek-V3,kv_cache,,1024.0,16.0
kv_cache_pcie,75497472,72.0,1.4642080068588257,48.02084107629068,deepseek-ai/DeepSeek-V3,kv_cache,,1024.0,64.0
kv_cache_hbm,75497472,72.0,0.057103998959064484,1231.3060605511034,deepseek-ai/DeepSeek-V3,kv_cache,,1024.0,64.0
kv_cache_pcie,2359296,2.25,0.050303999334573746,43.6797402605289,deepseek-ai/DeepSeek-V3,kv_cache,,2048.0,1.0
kv_cache_hbm,2359296,2.25,0.011872000060975552,185.07965075089842,deepseek-ai/DeepSeek-V3,kv_cache,,2048.0,1.0
kv_cache_pcie,9437184,9.0,0.18006400018930435,48.810770008218796,deepseek-ai/DeepSeek-V3,kv_cache,,2048.0,4.0
kv_cache_hbm,9437184,9.0,0.012256000190973282,717.123234582949,deepseek-ai/DeepSeek-V3,kv_cache,,2048.0,4.0
kv_cache_pcie,37748736,36.0,0.8603839874267578,40.86111609904032,deepseek-ai/DeepSeek-V3,kv_cache,,2048.0,16.0
kv_cache_hbm,37748736,36.0,0.03177599981427193,1106.3774611494634,deepseek-ai/DeepSeek-V3,kv_cache,,2048.0,16.0
kv_cache_pcie,150994944,144.0,3.0100799798965454,46.718027739858655,deepseek-ai/DeepSeek-V3,kv_cache,,2048.0,64.0
kv_cache_hbm,150994944,144.0,0.10646399855613708,1320.8690440632874,deepseek-ai/DeepSeek-V3,kv_cache,,2048.0,64.0
kv_cache_pcie,4718592,4.5,0.09318400174379349,47.15971806064551,deepseek-ai/DeepSeek-V3,kv_cache,,4096.0,1.0
kv_cache_hbm,4718592,4.5,0.011983999982476234,366.699871197093,deepseek-ai/DeepSeek-V3,kv_cache,,4096.0,1.0
kv_cache_pcie,18874368,18.0,0.4700800031423569,37.39390078815312,deepseek-ai/DeepSeek-V3,kv_cache,,4096.0,4.0
kv_cache_hbm,18874368,18.0,0.016063999384641647,1094.255831259927,deepseek-ai/DeepSeek-V3,kv_cache,,4096.0,4.0
kv_cache_pcie,75497472,72.0,1.5203839540481567,46.246541745449726,deepseek-ai/DeepSeek-V3,kv_cache,,4096.0,16.0
kv_cache_hbm,75497472,72.0,0.05734400078654289,1226.1526757041422,deepseek-ai/DeepSeek-V3,kv_cache,,4096.0,16.0
kv_cache_pcie,301989888,288.0,5.482639789581299,51.29828162967435,deepseek-ai/DeepSeek-V3,kv_cache,,4096.0,64.0
kv_cache_hbm,301989888,288.0,0.20532800257205963,1369.7595869871457,deepseek-ai/DeepSeek-V3,kv_cache,,4096.0,64.0
